Displacement:0,Displacement:1,Displacement:2,Strain vectors:0,Strain vectors:1,Strain vectors:2,Stress vectors:0,Stress vectors:1,Stress vectors:2,Max shear stress (Tresca),Maximum Principal stress,Median Principal stress,Minimum Principal stress,Von Mises stress,Temperature,Points:0,Points:1,Points:2,Point ID
-1.12202e-07,7.46363e-08,-1.55896e-06,-4.52658e-05,-3.40597e-05,-0.000278727,34.2306,35.8765,-0.0590398,17.9978,35.9211,34.2014,-0.0744609,35.1673,213,13.5111,7.57644,0.075,14857
-9.78764e-08,2.05337e-08,-1.55799e-06,-4.25718e-05,-2.39683e-05,-0.000283908,35.337,38.0694,-0.109253,19.0966,38.0774,35.3355,-0.115782,36.8987,213,13.1296,9.51352,0.075,14858
-1.15978e-07,-3.62067e-09,-1.55726e-06,-4.67503e-05,-2.31499e-05,-0.000282091,34.579,38.0453,0.0133108,19.0248,38.0541,34.579,0.00452498,36.4365,213,13.5338,10.5359,0.075,14859
5.62973e-08,-4.50573e-08,-1.55963e-06,-3.26793e-05,-2.7397e-05,-0.000286106,37.1887,37.9646,-0.0332751,19.0079,37.9785,37.1788,-0.0372931,37.6223,213,8.07916,12.1843,0.075,14860
6.17325e-08,-2.32259e-08,-1.55969e-06,-3.303e-05,-2.49347e-05,-0.000287369,37.2165,38.4055,-0.139523,19.275,38.4084,37.2156,-0.141604,37.9677,213,7.92502,11.3528,0.075,14861
2.98468e-08,-2.0722e-08,-1.55934e-06,-2.85064e-05,-2.46539e-05,-0.000288976,38.1798,38.7456,-0.076611,19.4132,38.7484,38.1783,-0.0779101,38.5444,213,8.96493,11.2437,0.075,14862
1.02071e-07,1.51594e-08,-1.55909e-06,-4.27108e-05,-2.40774e-05,-0.00028377,35.3063,38.0431,-0.0992854,19.0793,38.052,35.3047,-0.106587,36.8618,213,6.87143,9.73246,0.075,14863
7.76418e-08,-3.91851e-09,-1.55958e-06,-3.77595e-05,-2.30017e-05,-0.000285688,36.4176,38.5852,0.00316871,19.2954,38.5896,36.4176,-0.00123023,37.552,213,7.47742,10.5466,0.075,14864
4.92172e-08,-3.0956e-09,-1.5593e-06,-3.04155e-05,-2.32034e-05,-0.000288587,37.8928,38.9521,-0.0261924,19.491,38.954,37.8927,-0.0280173,38.4624,213,8.31641,10.5103,0.075,14865
6.92741e-08,1.62284e-08,-1.55942e-06,-3.5126e-05,-2.43079e-05,-0.000286665,36.8371,38.426,-0.107664,19.2705,38.4297,36.8371,-0.111359,37.7699,213,7.71042,9.69616,0.075,14866
-9.80108e-07,1.79225e-07,-1.3391e-06,-0.000237985,-6.39489e-05,-0.00015307,-3.13677,22.4249,9.33523,13.9973,24.8475,6.92307,-3.1472,24.5601,213,20.075,5.35273,0.1125,14867
-9.73334e-07,1.50138e-07,-1.34329e-06,-0.000239124,-4.91059e-05,-0.000156629,-2.35563,25.5532,9.76079,14.4844,26.4856,8.9558,-2.48309,25.2718,213,20.075,5.83227,0.075,14868
-5.70289e-07,-5.68964e-07,-1.45953e-06,-0.000193901,-3.1749e-05,-0.000186989,7.29785,31.1139,8.31305,15.823,33.5509,11.2689,1.90494,28.1571,213,19.497,19.63,0.075,14869
-4.24868e-07,-5.63609e-07,-1.52283e-06,-0.000147187,-8.04454e-05,-0.000216972,11.1711,20.9739,0.921499,11.8337,24.0278,8.67829,0.360438,20.7959,213,19.0311,20.0675,0.075,14870
-4.06473e-07,-5.23887e-07,-1.53352e-06,-0.000131873,-2.9778e-05,-0.000230718,18.3028,33.298,3.78498,17.3962,37.4991,15.18,2.70668,30.5306,213,18.497,19.63,0.075,14871
2.46766e-07,6.06528e-08,-1.55308e-06,-8.6824e-05,-2.94567e-05,-0.000265792,25.8816,34.3075,-0.404294,17.4245,34.3819,25.87,-0.467054,31.4686,213,4.47688,7.93071,0.075,14872
2.15803e-07,8.40528e-08,-1.55615e-06,-7.55287e-05,-3.61131e-05,-0.000267472,27.8172,33.6063,-0.374511,17.0481,33.6719,27.8013,-0.424262,31.5729,213,4.82934,7.22867,0.075,14873
1.86337e-07,6.32594e-08,-1.55729e-06,-6.54126e-05,-3.00139e-05,-0.000271043,30.4849,35.684,0.282958,17.7312,35.719,30.4762,0.256577,33.1534,213,5.26792,7.87693,0.075,14874
9.79444e-07,1.79065e-07,-1.33427e-06,-0.000237519,-6.44915e-05,-0.00015378,-3.14165,22.2717,9.15751,13.9499,24.7461,6.6953,-3.1538,24.5075,213,0.025,5.35273,0.1125,14875
9.7207e-07,1.49675e-07,-1.33801e-06,-0.000238681,-4.85432e-05,-0.000159017,-2.42001,25.5066,9.28074,14.4335,26.2392,8.75597,-2.62782,25.1849,213,0.025,5.83227,0.075,14876
2.09752e-07,-2.46366e-08,-1.55607e-06,-7.47128e-05,-2.29387e-05,-0.000274933,28.5473,36.1517,-0.859996,18.5604,36.2067,28.5464,-0.91406,33.9452,213,4.97331,11.4255,0.075,14877
2.7224e-07,-4.17292e-08,-1.55599e-06,-9.41476e-05,-2.56031e-05,-0.000261193,24.9116,34.979,0.376795,17.3486,35.027,24.9106,0.32982,30.9067,213,4.211,12.1339,0.075,14878
1.96428e-07,-4.11725e-08,-1.55763e-06,-7.05156e-05,-2.63466e-05,-0.000273308,29.3894,35.8767,-0.395781,18.1846,35.9275,29.3846,-0.441755,33.5793,213,5.13781,12.0983,0.075,14879
-2.77781e-07,1.50329e-07,-1.55326e-06,-9.53865e-05,-5.40726e-05,-0.000251123,22.894,28.962,0.020217,14.62,29.1388,22.8386,-0.101133,26.6542,213,16.0675,5.69029,0.075,14880
-2.49012e-07,1.13622e-07,-1.55511e-06,-8.6982e-05,-4.40182e-05,-0.000256115,25.3871,31.6974,0.545639,15.6492,31.7889,25.3507,0.490462,28.6276,213,15.72,6.46698,0.075,14881
-2.04961e-07,1.39846e-07,-1.55755e-06,-7.40522e-05,-5.08249e-05,-0.000260796,27.421,30.8326,-0.00688772,15.5058,30.9472,27.3638,-0.0643303,29.3842,213,15.1912,5.94844,0.075,14882
8.19297e-08,-5.24514e-07,-1.5675e-06,-3.20716e-05,-0.000103867,-0.000267529,31.9238,21.3789,-2.65898,18.0715,32.8034,21.1801,-3.33971,31.9581,213,6.57561,18.7863,0.075,14883
7.03502e-08,-4.41947e-07,-1.59055e-06,-2.98503e-05,-0.000131292,-0.000251571,31.3859,16.4867,-1.17933,16.5997,31.7249,16.4429,-1.47447,28.7816,213,7.15166,18.065,0.075,14884
1.02221e-07,-3.61034e-07,-1.58386e-06,-4.17459e-05,-0.000119187,-0.000244765,30.2944,18.9202,0.476004,15.0692,30.4968,18.8355,0.358308,26.3222,213,6.35585,17.4454,0.075,14885
1.52301e-07,-3.23455e-07,-1.57438e-06,-5.55818e-05,-0.00011505,-0.000241309,27.6787,18.9443,0.400093,13.8333,27.9505,18.7886,0.28396,24.4111,213,5.38814,17.1831,0.075,14886
1.07e-07,-2.7628e-07,-1.56298e-06,-4.42328e-05,-9.45144e-05,-0.00026058,30.5246,23.1395,-1.25136,16.0533,30.7445,23.0303,-1.36204,29.0286,213,6.38487,16.6523,0.075,14887
3.61584e-07,-4.28144e-08,-1.55829e-06,-0.000122984,-2.57166e-05,-0.000252112,18.8192,33.1053,-0.146567,16.7598,33.2374,18.8227,-0.282203,29.1234,213,3.38185,12.1748,0.075,14888
1.49917e-07,1.48401e-07,-1.55935e-06,-5.44534e-05,-5.31639e-05,-0.00026777,31.261,31.4504,-0.0698497,15.9634,31.8193,30.9297,-0.107446,31.4914,213,5.76176,5.82605,0.075,14889
1.1805e-07,1.16539e-07,-1.55973e-06,-4.69848e-05,-4.52438e-05,-0.000273986,33.2153,33.471,-0.125481,16.9243,33.6989,33.0116,-0.149686,33.5102,213,6.42409,6.50144,0.075,14890
1.11037e-07,1.51181e-07,-1.55974e-06,-4.50505e-05,-5.45368e-05,-0.000271405,33.0528,31.6595,-0.192952,16.693,33.1627,31.5799,-0.223254,32.6234,213,6.54865,5.81586,0.075,14891
1.73236e-07,9.5892e-07,-1.33177e-06,-5.91444e-05,-0.000222898,-0.000187518,21.7699,-2.28147,2.91496,12.4071,22.456,2.3055,-2.35812,22.8422,213,5.30909,0.075,0.1125,14892
1.88616e-07,7.25106e-07,-1.58302e-06,-6.52692e-05,-0.000209756,-0.000204988,19.8935,-1.32799,-0.627655,11.2485,20.4848,-0.53477,-2.01215,21.7958,213,4.91743,1.05864,0.1125,14893
1.47921e-07,9.49996e-07,-1.32786e-06,-4.99134e-05,-0.000233503,-0.000175477,24.1228,-2.84195,5.6806,13.9778,25.0697,4.77756,-2.88584,25.0201,213,5.76591,0.075,0.075,14894
1.60579e-07,7.24527e-07,-1.57557e-06,-5.59772e-05,-0.000202452,-0.000216046,21.7758,0.262354,-1.7343,12.4806,22.397,0.471036,-2.5642,23.5905,213,5.37424,1.05864,0.075,14895
5.98356e-08,1.03804e-07,-1.55987e-06,-3.26316e-05,-4.14668e-05,-0.000281041,36.3585,35.0608,-0.126627,18.2636,36.3901,35.0397,-0.137119,35.8711,213,7.93323,6.84612,0.075,14896
8.63192e-08,8.91846e-08,-1.55979e-06,-3.78806e-05,-3.70247e-05,-0.000280267,35.5845,35.7102,-0.0160054,17.951,35.8738,35.4331,-0.0282054,35.6837,213,7.20055,7.19728,0.075,14897
6.48816e-08,7.73648e-08,-1.55971e-06,-3.39563e-05,-3.46654e-05,-0.000282794,36.512,36.4079,-0.0359786,18.3248,36.6033,36.3269,-0.0463164,36.5122,213,7.8082,7.54272,0.075,14898
9.66136e-11,-4.83868e-07,-1.58662e-06,-2.01368e-05,-0.000117232,-0.000266701,33.6203,19.3594,-2.59378,18.528,34.0445,19.353,-3.01157,32.32,213,10.0554,18.3455,0.075,14899
9.21367e-09,-5.62194e-07,-1.5481e-06,-1.7719e-05,-0.000105494,-0.000264712,35.4844,22.5925,-0.792725,19.068,36.4192,22.5818,-1.71683,33.4384,213,9.5716,19.0436,0.075,14900
7.24206e-09,-3.49699e-07,-1.57675e-06,-2.1796e-05,-0.000118862,-0.000257227,33.9547,19.6981,-0.624314,17.4337,34.0988,19.6983,-0.768555,30.3479,213,9.72228,17.237,0.075,14901
1.69683e-08,-4.33233e-07,-1.59417e-06,-2.03899e-05,-0.000117255,-0.000252983,34.8396,20.6124,0.677501,17.4176,35.1767,20.6114,0.341447,30.3027,213,9.23847,17.935,0.075,14902
-1.72884e-07,9.58798e-07,-1.32875e-06,-5.93894e-05,-0.00022312,-0.000187898,21.6548,-2.39316,2.78012,12.4127,22.3527,2.16167,-2.47264,22.8632,213,14.7909,0.075,0.1125,14903
-1.90131e-07,7.21984e-07,-1.58675e-06,-6.58864e-05,-0.000209167,-0.000204145,19.8789,-1.16553,-0.427891,11.1015,20.4465,-0.404393,-1.7566,21.5588,213,15.206,1.07231,0.1125,14904
-1.61645e-07,7.21344e-07,-1.58098e-06,-5.6749e-05,-0.000201697,-0.000215216,21.7384,0.449211,-1.53642,12.3747,22.3865,0.627615,-2.36289,23.3979,213,14.7492,1.07231,0.075,14905
-1.47343e-07,9.49235e-07,-1.32528e-06,-4.95173e-05,-0.000232749,-0.000175689,24.2687,-2.64346,5.73728,13.9227,25.1472,4.91359,-2.69824,24.9269,213,14.3341,0.075,0.075,14906
9.59741e-08,8.05359e-07,-1.54386e-06,-3.94342e-05,-0.000226923,-0.000216697,23.4037,-4.13363,-2.63176,14.2294,24.0775,-3.05799,-4.38123,27.8207,213,6.79582,0.795879,0.1125,14907
1.26425e-07,9.72164e-07,-1.33523e-06,-4.64215e-05,-0.000229015,-0.000194902,23.5659,-3.25252,1.75789,13.5869,23.8603,1.52464,-3.31362,25.1068,213,6.22273,0.075,0.1125,14908
8.90632e-08,6.55089e-07,-1.60379e-06,-3.72654e-05,-0.000188552,-0.00022095,27.1138,4.89355,0.135153,14.3117,27.9272,4.91156,-0.696238,26.2723,213,6.92112,1.49046,0.075,14909
1.14321e-07,7.97706e-07,-1.53009e-06,-4.2706e-05,-0.000216518,-0.000194574,25.6576,0.129024,3.35205,13.3512,26.7858,2.26947,0.0833653,25.6793,213,6.34803,0.769585,0.075,14910
1.07046e-07,8.05068e-07,-1.50752e-06,-4.15866e-05,-0.000208987,-0.000203111,25.8327,1.24572,2.10882,13.0669,26.8086,1.70391,0.674779,25.6347,213,6.52075,0.694585,0.0375,14911
-4.09473e-08,9.30714e-08,-1.5598e-06,-2.92145e-05,-3.80685e-05,-0.000283264,37.2896,35.9892,-0.0238379,18.6696,37.3075,35.9793,-0.031812,36.6932,213,11.5612,7.13035,0.075,14912
-5.46194e-08,7.49688e-08,-1.55964e-06,-3.17814e-05,-3.45111e-05,-0.000283938,36.9422,36.5413,-0.093274,18.5447,36.9895,36.5005,-0.099823,36.8473,213,11.9881,7.61991,0.075,14913
-6.81648e-08,9.61077e-08,-1.55976e-06,-3.49911e-05,-3.83571e-05,-0.000281329,36.0552,35.5608,-0.125727,18.128,36.1197,35.5067,-0.136188,35.9533,213,12.4134,7.03259,0.075,14914
-4.16687e-08,2.68858e-07,-1.55589e-06,-2.75952e-05,-9.41892e-05,-0.000261586,34.4596,24.6786,0.0922865,17.2395,34.5166,24.6762,0.0376482,30.7627,213,11.659,4.2471,0.075,14915
-2.64323e-08,2.22486e-07,-1.5567e-06,-2.68397e-05,-7.63721e-05,-0.000269675,35.5505,28.2754,-0.115923,17.8735,35.5916,28.2739,-0.15547,32.708,213,11.0916,4.80276,0.075,14916
8.71313e-07,5.98499e-07,-1.36602e-06,-0.000209268,-0.00015749,-0.000143112,-4.047,3.55792,5.66972,6.3842,7.88661,2.17581,-4.88178,11.0782,213,0.025,1.51455,0.1125,14917
8.7169e-07,5.27409e-07,-1.34241e-06,-0.000215109,-0.000143623,-0.000149398,-4.7421,5.75739,4.90921,8.03008,9.72192,2.54083,-6.33825,13.9344,213,0.025,1.99409,0.075,14918
-5.97251e-08,-2.11557e-07,-1.5578e-06,-3.05953e-05,-7.48325e-05,-0.000270627,34.7027,28.2054,-0.552007,17.6834,34.7676,28.1876,-0.599133,32.579,213,12.3296,15.8232,0.075,14919
-5.33103e-08,-2.88729e-07,-1.56483e-06,-2.93506e-05,-9.83329e-05,-0.000269407,32.9194,22.7877,-2.33881,17.7327,33.027,22.7797,-2.43843,31.613,213,12.2114,16.7202,0.075,14920
-7.58261e-08,-2.61753e-07,-1.56019e-06,-3.39248e-05,-9.07196e-05,-0.00026214,33.2109,24.8691,-0.308229,16.8425,33.3082,24.8403,-0.376776,30.3503,213,12.8933,16.4457,0.075,14921
-5.36224e-08,-3.78396e-07,-1.58308e-06,-2.87955e-05,-0.000123609,-0.000245168,32.9558,19.0301,1.17611,16.0296,33.108,19.0054,1.04869,27.8309,213,12.3347,17.5258,0.075,14922
-3.38563e-08,-3.62178e-07,-1.58205e-06,-2.34254e-05,-0.000125646,-0.000246983,33.8865,18.8728,1.05143,16.5188,33.9913,18.8658,0.953693,28.6453,213,11.5518,17.3789,0.075,14923
7.95969e-08,-4.49055e-08,-1.55984e-06,-3.66397e-05,-2.73643e-05,-0.000284406,36.3988,37.7612,0.00821251,18.8878,37.7759,36.3921,0.000206675,37.1032,213,7.40748,12.1943,0.075,14924
3.82399e-07,-7.16453e-08,-1.56015e-06,-0.000129186,-3.14319e-05,-0.000250085,16.9838,31.3415,-0.773167,16.213,31.4992,16.9797,-0.926754,28.1327,213,3.1891,13.1845,0.075,14925
2.88326e-07,-7.05289e-08,-1.55749e-06,-0.000100417,-3.15026e-05,-0.000253852,23.5396,33.6613,1.00376,16.3866,33.7235,23.5308,0.950367,29.0504,213,4.01825,13.1436,0.075,14926
3.17609e-07,-9.60592e-08,-1.55636e-06,-0.00010926,-3.76154e-05,-0.000250764,21.1315,31.6543,0.348084,15.7468,31.7511,21.1253,0.257456,27.7509,213,3.7015,13.8909,0.075,14927
3.65856e-07,-1.40005e-07,-1.55783e-06,-0.000125059,-5.17044e-05,-0.000247167,16.3536,27.1276,-1.58097,14.4932,27.2819,16.323,-1.70458,25.3506,213,3.23723,14.8755,0.075,14928
2.65411e-07,-1.38026e-07,-1.55292e-06,-9.25948e-05,-5.13591e-05,-0.000253147,23.6295,29.6859,0.0483639,14.9353,29.8239,23.5865,-0.0466586,27.2918,213,4.16701,14.8242,0.075,14929
4.66464e-08,1.48118e-07,-1.55904e-06,-2.90046e-05,-5.47131e-05,-0.000276855,36.3834,32.6074,-0.0196711,18.231,36.4144,32.6042,-0.0475222,34.714,213,8.3224,5.93409,0.075,14930
2.30587e-08,1.57929e-07,-1.55811e-06,-2.71648e-05,-5.67332e-05,-0.000277446,36.5816,32.2387,-0.178442,18.406,36.6081,32.2377,-0.203931,34.8331,213,9.15866,5.76958,0.075,14931
4.80459e-08,2.02355e-07,-1.55654e-06,-2.87187e-05,-7.08503e-05,-0.000270179,35.5678,29.3798,0.10339,17.7585,35.5949,29.3782,0.0778356,32.8529,213,8.25012,5.06544,0.075,14932
8.08841e-08,5.07577e-07,-1.58272e-06,-3.50782e-05,-0.000164884,-0.000227945,29.1978,10.1325,0.870504,14.3748,29.4039,10.1426,0.654357,25.3728,213,7.10401,2.33101,0.075,14933
2.14013e-07,1.62279e-07,-1.55708e-06,-7.74274e-05,-5.69747e-05,-0.000257601,26.3336,29.3376,-0.12937,14.8472,29.4975,26.2412,-0.196867,28.2075,213,4.77061,5.52452,0.075,14934
1.61018e-07,2.0534e-07,-1.55871e-06,-5.77259e-05,-7.27641e-05,-0.000259843,29.3834,27.1747,-0.302447,14.9807,29.5911,27.0348,-0.370247,28.7685,213,5.52032,4.90663,0.075,14935
2.08868e-07,2.33236e-07,-1.55732e-06,-7.50445e-05,-8.03636e-05,-0.000248423,25.5781,24.7968,0.113045,13.0982,26.1956,24.2933,-0.000914275,25.299,213,4.76931,4.48827,0.075,14936
2.76458e-07,1.84702e-07,-1.55404e-06,-9.44485e-05,-6.39581e-05,-0.000248466,22.4439,26.9221,-0.177476,13.7319,27.168,22.3163,-0.295787,25.388,213,4.0196,5.10616,0.075,14937
-2.24475e-08,-1.68495e-07,-1.55661e-06,-2.61414e-05,-6.12765e-05,-0.000274348,36.6924,31.532,0.237097,18.2494,36.7154,31.5296,0.216517,34.2021,213,10.9532,15.159,0.075,14938
-3.09006e-09,-1.28847e-07,-1.55739e-06,-2.41523e-05,-4.97398e-05,-0.000282964,37.4434,33.6852,-0.569638,19.0242,37.4611,33.6852,-0.587247,36.3079,213,10.1749,14.4355,0.075,14939
-6.79498e-10,-1.84076e-07,-1.55479e-06,-2.3636e-05,-6.63587e-05,-0.000273071,36.9389,30.664,0.303066,18.339,36.96,30.6639,0.282018,33.9704,213,10.0716,15.394,0.075,14940
1.9389e-07,1.25848e-07,-1.55783e-06,-6.99232e-05,-4.74079e-05,-0.000263856,28.4467,31.7537,-0.0371648,15.975,31.8624,28.3884,-0.0875512,30.3624,213,5.08396,6.24174,0.075,14941
-1.66453e-07,-2.2413e-07,-1.5515e-06,-6.17258e-05,-7.89399e-05,-0.000257419,28.0714,25.543,-0.671097,14.617,28.4809,25.2155,-0.753088,27.7458,213,14.7932,16.1166,0.075,14942
-1.46246e-07,-3.12667e-07,-1.5681e-06,-5.39934e-05,-0.000112194,-0.000244462,28.0327,19.4846,0.0576293,14.1861,28.3032,19.3407,-0.0689572,25.1201,213,14.5954,17.0854,0.075,14943
-1.27122e-07,-2.28595e-07,-1.55399e-06,-4.88723e-05,-8.08175e-05,-0.000260967,30.6535,25.9615,-0.497962,15.7126,30.8652,25.8118,-0.560032,29.2281,213,14.0818,16.1254,0.075,14944
-4.0009e-08,6.22747e-07,-1.6071e-06,-2.64877e-05,-0.000183614,-0.000236745,28.6894,5.61152,-2.19214,16.0297,29.277,5.61401,-2.78226,28.7944,213,11.6767,1.71685,0.075,14945
-6.43291e-08,6.49259e-07,-1.60318e-06,-3.26785e-05,-0.000188356,-0.000224079,27.9421,5.07693,-0.169941,14.8394,28.7263,5.07537,-0.952563,27.1711,213,12.4838,1.55425,0.075,14946
-6.09476e-08,5.03408e-07,-1.57599e-06,-3.15822e-05,-0.000161755,-0.000241004,29.1099,9.99075,-1.64894,15.6254,29.3553,9.99202,-1.8956,27.321,213,12.3917,2.3736,0.075,14947
2.42826e-07,-4.55614e-07,-1.58329e-06,-8.5851e-05,-0.000104041,-0.000237788,21.7618,19.0902,-0.553938,13.1037,24.6908,17.1238,-1.51663,23.3619,213,3.80224,18.4431,0.075,14948
1.61079e-07,-5.33945e-07,-1.54214e-06,-5.91009e-05,-7.03159e-05,-0.000253567,29.8684,28.2211,1.30618,16.5484,33.2034,26.0857,0.106598,30.1743,213,4.66998,19.1059,0.075,14949
1.99371e-07,-5.47245e-07,-1.5113e-06,-6.49966e-05,-4.50702e-05,-0.000256999,30.4901,33.4168,2.28972,18.6817,38.5706,26.419,1.2071,33.0101,213,3.8567,19.4217,0.075,14950
4.59382e-07,-4.15815e-07,-1.6236e-06,-0.000150895,-0.000100794,-0.000213043,8.74533,16.104,-0.382587,9.60768,18.3107,7.06076,-0.904693,16.7218,213,2.08122,18.18,0.075,14951
3.81486e-07,-3.3722e-07,-1.59322e-06,-0.00013601,-0.000112266,-0.000208707,11.6558,15.1433,0.978494,7.93924,16.3251,11.006,0.446571,13.9986,213,2.78583,17.4643,0.075,14952
-7.75826e-08,1.40495e-07,-1.55962e-06,-3.57217e-05,-5.31987e-05,-0.000275103,35.0743,32.5073,-0.0849002,17.6104,35.1163,32.4849,-0.104492,33.9816,213,12.7272,6.04908,0.075,14953
-6.27137e-08,2.70644e-08,-1.55892e-06,-3.30495e-05,-2.46588e-05,-0.00028676,37.2945,38.5269,0.0308145,19.2536,38.5335,37.2924,0.0263427,37.9018,213,12.2019,9.26465,0.075,14954
-9.31279e-08,4.0914e-08,-1.55864e-06,-4.12598e-05,-2.66156e-05,-0.000283015,35.4884,37.6393,-0.0194111,18.8387,37.6506,35.4844,-0.0267433,36.6423,213,13.0305,8.71326,0.075,14955
-1.90426e-10,9.94093e-08,-1.55926e-06,-2.59506e-05,-4.12918e-05,-0.000283161,37.7825,35.5292,0.00468305,18.8972,37.7908,35.5293,-0.0036662,36.716,213,10.0592,6.98558,0.075,14956
-1.73594e-09,6.40884e-08,-1.55924e-06,-2.6568e-05,-3.1087e-05,-0.00028705,38.2244,37.5606,-0.033909,19.1319,38.2271,37.5606,-0.0366844,37.935,213,10.1186,7.96532,0.075,14957
1.80669e-08,8.13208e-08,-1.55929e-06,-2.6739e-05,-3.59638e-05,-0.000284997,37.9194,36.5645,-0.0121898,18.9735,37.9277,36.5633,-0.0193079,37.2835,213,9.37245,7.45082,0.075,14958
1.1856e-08,1.17432e-07,-1.55898e-06,-2.63422e-05,-4.54225e-05,-0.000281795,37.4299,34.6275,-0.0897782,18.77,37.4409,34.6259,-0.0991208,36.2146,213,9.59369,6.56826,0.075,14959
3.46801e-08,1.0944e-07,-1.55939e-06,-2.81049e-05,-4.32537e-05,-0.000281973,37.1924,34.9674,-0.0944204,18.6525,37.2037,34.963,-0.101331,36.2367,213,8.75743,6.73277,0.075,14960
4.99804e-08,-6.56989e-07,-1.50206e-06,-2.01803e-05,-0.000143576,-0.000248455,32.853,14.7293,-0.674754,16.958,33.0622,14.6993,-0.853909,29.4057,213,6.98901,20.4079,0.075,14961
3.65743e-08,-6.77469e-07,-1.50149e-06,-1.767e-05,-0.000151292,-0.000245428,33.0182,13.3925,-0.433717,17.0334,33.3421,13.3596,-0.724686,29.6497,213,7.68112,20.507,0.075,14962
-1.74513e-07,4.52766e-08,-1.55417e-06,-6.44639e-05,-2.73006e-05,-0.000272362,30.8431,36.3015,0.308011,18.0242,36.3314,30.8381,0.283058,33.6398,213,14.6303,8.51361,0.075,14963
-7.08883e-08,-4.5193e-07,-1.59107e-06,-3.07782e-05,-0.000131125,-0.000251247,31.2086,16.4702,-1.17273,16.5233,31.5641,16.4245,-1.48254,28.6527,213,12.9966,18.1412,0.075,14964
-7.61394e-08,-3.43262e-07,-1.57782e-06,-3.28995e-05,-0.000113136,-0.000253534,32.1665,20.3818,-0.239229,16.3104,32.2919,20.3461,-0.328895,28.5856,213,13.0166,17.2514,0.075,14965
-3.00253e-07,2.61259e-07,-1.55461e-06,-0.000102379,-9.07623e-05,-0.000233299,19.45,21.1563,0.221158,10.9293,21.8809,18.9243,0.0222777,20.5405,213,16.3964,4.0876,0.075,14966
-2.40288e-07,3.0243e-07,-1.54968e-06,-8.5822e-05,-0.000103799,-0.000234692,22.0808,19.4403,0.215544,11.2968,22.6199,19.0904,0.0263737,21.0519,213,15.7879,3.70378,0.075,14967
-1.63612e-07,2.72505e-07,-1.55368e-06,-5.83368e-05,-9.29047e-05,-0.000251943,28.0925,23.0153,-0.34343,14.3733,28.3056,22.8998,-0.440975,26.4611,213,14.6911,4.07261,0.075,14968
-2.06105e-07,2.36235e-07,-1.55611e-06,-7.45398e-05,-8.10911e-05,-0.000248888,25.5879,24.6257,-0.0194523,13.1531,26.1733,24.1536,-0.132807,25.3567,213,15.2997,4.45643,0.075,14969
6.11727e-08,3.00452e-07,-1.55623e-06,-3.05708e-05,-0.000103331,-0.000259359,33.0982,22.4116,-0.505101,16.8938,33.1926,22.4072,-0.595019,29.8917,213,7.77273,3.90913,0.075,14970
5.3717e-08,3.88394e-07,-1.56097e-06,-2.89842e-05,-0.000134965,-0.000241595,32.1831,16.6172,0.955937,15.7607,32.3289,16.6198,0.807543,27.2984,213,7.98885,3.16148,0.075,14971
3.61545e-10,-5.91511e-09,-1.55908e-06,-2.65863e-05,-2.42616e-05,-0.000289717,38.6086,38.95,-0.0388014,19.4946,38.9503,38.6083,-0.0388579,38.8193,213,10.033,10.6324,0.075,14972
2.31629e-08,4.16835e-09,-1.55916e-06,-2.8414e-05,-2.35552e-05,-0.00028939,38.266,38.9796,-0.064908,19.5227,38.9801,38.266,-0.0653717,38.6933,213,9.20419,10.2083,0.075,14973
-4.06938e-09,1.49949e-08,-1.55905e-06,-2.63976e-05,-2.38368e-05,-0.00028986,38.6804,39.0565,-0.015611,19.5362,39.0565,38.6805,-0.0157759,38.8857,213,10.2017,9.76041,0.075,14974
1.30766e-07,4.7514e-08,-1.55897e-06,-5.16615e-05,-2.76003e-05,-0.000279127,33.2598,36.7938,-0.149284,18.4896,36.8139,33.2557,-0.165233,35.3346,213,6.23886,8.44713,0.075,14975
8.51679e-08,5.91273e-08,-1.55982e-06,-3.74501e-05,-3.11564e-05,-0.000283067,35.9748,36.8992,-0.100132,18.517,36.9259,35.9559,-0.107956,36.5585,213,7.25454,8.07902,0.075,14976
9.08034e-08,3.46508e-08,-1.55949e-06,-3.93233e-05,-2.53009e-05,-0.000284501,35.9378,37.9974,-0.0725712,19.0436,38.008,35.9339,-0.0792297,37.0937,213,7.12781,8.94468,0.075,14977
-8.18781e-08,8.11867e-07,-1.52475e-06,-3.55719e-05,-0.000221726,-0.000211609,25.2933,-2.04799,-0.56211,14.3587,26.2942,-1.18782,-2.42316,28.12,213,12.9258,0.734755,0.075,14978
-9.18193e-08,6.66564e-07,-1.60481e-06,-3.76339e-05,-0.000192339,-0.000217451,26.9983,4.27601,0.587705,13.9977,27.783,4.29138,-0.212359,26.0373,213,13.2395,1.43821,0.075,14979
1.50084e-07,-2.12901e-08,-1.55822e-06,-5.5678e-05,-2.2897e-05,-0.000278496,32.793,37.6077,0.0665541,18.7846,37.6216,32.7933,0.0523516,35.4029,213,5.88928,11.2876,0.075,14980
2.45798e-07,-1.34718e-08,-1.55324e-06,-8.44643e-05,-2.31178e-05,-0.000269015,26.7401,35.7503,-0.365756,18.1179,35.8102,26.7401,-0.425642,32.6594,213,4.52892,10.9352,0.075,14981
